	PREDATOR	PREY
1089	PERCA_FLUVIATILIS	PLATICHTHYS_FLUVIATILIS
1090	PERCA_FLUVIATILIS	POMATOSCHISTUS_MINUTUS
1091	PERCA_FLUVIATILIS	TRIGLOPSIS_QUADRICORNIS
1092	PERCA_FLUVIATILIS	ACARTIA_SPP
1093	PERCA_FLUVIATILIS	CENTROPAGES_HAMATUS
1094	PERCA_FLUVIATILIS	LIMECOLA_BALTHICA
1095	PERCA_FLUVIATILIS	MYSIS_SPP
1096	PERCA_FLUVIATILIS	PODON_SP
1097	PERCA_FLUVIATILIS	PSEUDOCALANUS_SPP
1098	PERCA_FLUVIATILIS	TEMORA_LONGICORNIS
1099	PERCA_FLUVIATILIS	GOBIUS_NIGER
1100	PERINGIA_ULVAE	DETRITUS
1101	PHALACROCORAX_CARBO	GASTEROSTEUS_ACULEATUS
1102	PHALACROCORAX_CARBO	GYMNOCEPHALUS_CERNUA
1103	PHALACROCORAX_CARBO	RUTILUS_RUTILUS
1104	PHALACROCORAX_CARBO	COREGONUS_ALBULA
1105	PHALACROCORAX_CARBO	COREGONUS_LAVARETUS
1106	PHALACROCORAX_CARBO	ESOX_LUCIUS
1107	PHALACROCORAX_CARBO	SALMO_SALAR
1108	PHALACROCORAX_CARBO	OSMERUS_EPERLANUS
1109	PHALACROCORAX_CARBO	ANGUILLA_ANGUILLA
1110	PHALACROCORAX_CARBO	PERCA_FLUVIATILIS
1111	PHALACROCORAX_CARBO	PLATICHTHYS_FLESUS
1112	PHALACROCORAX_CARBO	GADUS_MORHUA
1113	PHALACROCORAX_CARBO	SPRATTUS_SPRATTUS
1114	PHALACROCORAX_CARBO	NEOGOBIUS_MELANOSTOMUS
1115	PHALACROCORAX_CARBO	CLUPEA_HARENGUS
1116	PHALACROCORAX_CARBO	AMMODYTES_TOBIANUS
1117	PHOCA_VITULINA	AMMODYTES_TOBIANUS
1118	PHOCA_VITULINA	CLUPEA_HARENGUS
1119	PHOCOENA_PHOCOENA	TRISOPTERUS_SPP
1120	PHOCOENA_PHOCOENA	GADICULUS_AREGENTEUS
1121	PHOCOENA_PHOCOENA	GOBIIDAE
1122	PHOCOENA_PHOCOENA	SPRATTUS_SPRATTUS
1123	PHOCOENA_PHOCOENA	POLYCHAETA
1124	PHOCOENA_PHOCOENA	MERLANGIUS_MERLANGUS
1125	PHOCOENA_PHOCOENA	ZOARCIDAE
1126	PHOCOENA_PHOCOENA	ZOARCES_VIVIPARUS
1127	PHOCOENA_PHOCOENA	GADUS_MORHUA
1128	PHOCOENA_PHOCOENA	AMMODYTES_TOBIANUS
1129	PHOCOENA_PHOCOENA	CLUPEA_HARENGUS
1130	PLATICHTHYS_FLESUS	CAPITELLA_CAPITATA
1131	PLATICHTHYS_FLESUS	AMPHARETE_SP
1132	PLATICHTHYS_FLESUS	PRIAPULUS_CAUDATUS
1133	PLATICHTHYS_FLESUS	STREBLOSPIO_SHRUBSOLII
1134	PLATICHTHYS_FLESUS	CLUPEA_HARENGUS
1135	PLATICHTHYS_FLESUS	DIPTERA
1136	PLATICHTHYS_FLESUS	CHIRONOMIDAE
1137	PLATICHTHYS_FLESUS	AMMODYTES_TOBIANUS
1138	PLATICHTHYS_FLESUS	PLATICHTHYS_FLESUS
1139	PLATICHTHYS_FLESUS	SPRATTUS_SPRATTUS
1140	PLATICHTHYS_FLESUS	GAMMARUS_SPP
1141	PLATICHTHYS_FLESUS	SEMIBALANUS_BALANOIDES
1142	PLATICHTHYS_FLESUS	PERINGIA_ULVAE
1143	PLATICHTHYS_FLESUS	POMATOSCHISTUS_MINUTUS
1144	PLATICHTHYS_FLESUS	MYA_TRUNCATA
1145	PLATICHTHYS_FLESUS	MODIOLUS_MODIOLUS
1146	PLATICHTHYS_FLESUS	CERASTODERMA_EDULE
1147	PLATICHTHYS_FLESUS	FABRICIA_STELLARIS
1148	PLATICHTHYS_FLESUS	ECROBIA_VENTROSA
1149	PLATICHTHYS_FLESUS	HYDROBIA_SPP
1150	PLATICHTHYS_FLESUS	IDOTEA_BALTHICA
1151	PLATICHTHYS_FLESUS	LIMECOLA_BALTHICA
1152	PLATICHTHYS_FLESUS	MYTILUS_EDULIS
1153	PLATICHTHYS_FLESUS	POTAMOPYRGUS_ANTIPODARUM
1154	PLATICHTHYS_FLESUS	THEODOXUS_FLUVIATILIS
1155	PLATICHTHYS_FLESUS	AMPHIBALANUS_IMPROVISUS
1156	PLATICHTHYS_FLESUS	BATHYPOREIA_PILOSA
1157	PLATICHTHYS_FLESUS	CERASTODERMA_GLAUCUM
1158	PLATICHTHYS_FLESUS	COROPHIUM_VOLUTATOR
1159	PLATICHTHYS_FLESUS	HEDISTE_DIVERSICOLOR
1160	PLATICHTHYS_FLESUS	IDOTEA_CHELIPES
1161	PLATICHTHYS_FLESUS	JAERA_ALBIFRONS
1162	PLATICHTHYS_FLESUS	MYA_ARENARIA
1163	PLATICHTHYS_FLESUS	OLIGOCHAETA
1164	PLATICHTHYS_FLESUS	OSTRACODA
1165	PLATICHTHYS_FLESUS	SADURIA_ENTOMON
1166	PLATICHTHYS_FLESUS	CALANOIDA
1167	PLATICHTHYS_FLESUS	CRANGON_CRANGON
1168	PLATICHTHYS_FLESUS	HARPACTICOIDA
1169	PLATICHTHYS_FLESUS	HYDRACHNIDAE
1170	PLATICHTHYS_FLESUS	IDOTEA_SPP
1171	PLATICHTHYS_FLESUS	MYOXOCEPHALUS_SCORPIUS
1172	PLATICHTHYS_FLESUS	NEOMYSIS_INTEGER
1173	PLATICHTHYS_FLESUS	PHYTOPLANKTON
1174	PLATICHTHYS_FLESUS	PRAUNUS_FLEXUOSUS
1175	PLATICHTHYS_FLESUS	ZOSTERA_MARINA
1176	PLATICHTHYS_FLESUS	PYGOSPIO_ELEGANS
1177	PLATICHTHYS_FLESUS	RUTILUS_RUTILUS
1178	PLATICHTHYS_FLESUS	MONOPOREIA_AFFINIS
1179	PLATICHTHYS_FLESUS	CYANOPHTHALMA_OBSCURA
1180	PLATICHTHYS_FLESUS	MANAYUNKIA_AESTUARINA
1181	PLATICHTHYS_FLESUS	MARENZELLERIA_SP
1182	PLATICHTHYS_FLESUS	RADIX_BALTHICA
1183	PLATICHTHYS_FLESUS	TRICHOPTERA
1184	PLATICHTHYS_FLESUS	AMPHIPODA
1185	PLATICHTHYS_FLESUS	BOCCARDIA_SPP
1186	PLATICHTHYS_FLESUS	CLADOCERA
1187	PLATICHTHYS_FLESUS	COROPHIUM_SPP
1188	PLATICHTHYS_FLESUS	CRUSTACEA
1189	PLATICHTHYS_FLESUS	DAPHNIA_SP
1190	PLATICHTHYS_FLESUS	GASTROPODA
1191	PLATICHTHYS_FLESUS	HALICRYPTUS_SPINULOSUS
1192	PLATICHTHYS_FLESUS	HYDRACNIDAE
1193	PLATICHTHYS_FLESUS	INSECTA
1194	PLATICHTHYS_FLESUS	ISOPODA
1195	PLATICHTHYS_FLESUS	KERATELLA_SP
1196	PLATICHTHYS_FLESUS	MYSIDAE
1197	PLATICHTHYS_FLESUS	NEMATODA
1198	PLATICHTHYS_FLESUS	ODONATA
1199	PLATICHTHYS_FLESUS	PISCES
1200	PLATICHTHYS_FLESUS	POLYCHAETA
1201	PLATICHTHYS_FLESUS	PONTOPOREIA_FEMORATA
1202	PLATICHTHYS_FLESUS	PROTOHYDRA
1203	PLATICHTHYS_FLESUS	PYGOSPIO_SPP
1204	PLATICHTHYS_FLESUS	TIPULIDAE
1205	PLATICHTHYS_FLESUS	ACARTIA_SPP
1206	PLATICHTHYS_FLESUS	BOSMINA_SPP
1207	PLATICHTHYS_FLESUS	CENTROPAGES_HAMATUS
1208	PLATICHTHYS_FLESUS	EURYTEMORA_AFFINIS
1209	PLATICHTHYS_FLESUS	PRIAPULIDAE
1210	PLATICHTHYS_FLESUS	MYSIS_SPP
1211	PLATICHTHYS_FLESUS	PLEOPLSIS_POLYPHEIMOIDES
1212	PLATICHTHYS_FLESUS	PODON_SP
1213	PLATICHTHYS_FLESUS	PSEUDOCALANUS_SPP
1214	PLATICHTHYS_FLESUS	SYNCHAETA_SPP
1215	PLATICHTHYS_FLESUS	TEMORA_LONGICORNIS
1216	PLATICHTHYS_FLESUS	BYLGIDES_SARSI
1217	PLATICHTHYS_FLESUS	OITHONA_SIMILIS
1218	PLEOPIS_SP	AUTOTHROPH_FLAGELLATE
1219	PLEOPIS_SP	PHYTOPLANKTON
1220	PLEOPSIS_POLYPHEIMOIDES	AUTOTHROPH_FLAGELLATE
1221	PLEOPSIS_POLYPHEIMOIDES	PHYTOPLANKTON
1222	PODON_SP	PHYTOPLANKTON
1223	PODON_SP	DIATOMS
1224	POMATOSCHISTUS_MICROPS	STREBLOSPIO_SHRUBSOLII
1225	POMATOSCHISTUS_MICROPS	FABRICIA_STELLARIS
1226	POMATOSCHISTUS_MICROPS	DIPTERA
1227	POMATOSCHISTUS_MICROPS	AMPHIPODA
1228	POMATOSCHISTUS_MICROPS	BATHYPOREIA_PILOSA
1229	POMATOSCHISTUS_MICROPS	BOCCARDIA_SPP
1230	POMATOSCHISTUS_MICROPS	CALANOIDA
1231	POMATOSCHISTUS_MICROPS	CERASTODERMA_GLAUCUM
1232	POMATOSCHISTUS_MICROPS	CHIRONOMIDAE
1233	POMATOSCHISTUS_MICROPS	CLADOCERA
1234	POMATOSCHISTUS_MICROPS	COLEOPTERA
1235	POMATOSCHISTUS_MICROPS	COPEPODA
1236	POMATOSCHISTUS_MICROPS	COROPHIUM_SPP
1237	POMATOSCHISTUS_MICROPS	CRUSTACEA
1238	POMATOSCHISTUS_MICROPS	EPHEMEROPTERA
1239	POMATOSCHISTUS_MICROPS	GAMMARUS_SPP
1240	POMATOSCHISTUS_MICROPS	GASTROPODA
1241	POMATOSCHISTUS_MICROPS	HARPACTICOIDA
1242	POMATOSCHISTUS_MICROPS	HEDISTE_DIVERSICOLOR
1243	POMATOSCHISTUS_MICROPS	HYDRACHNIDAE
1244	POMATOSCHISTUS_MICROPS	HYDROBIA_SPP
1245	POMATOSCHISTUS_MICROPS	IDOTEA_SPP
1246	POMATOSCHISTUS_MICROPS	INSECTA
1247	POMATOSCHISTUS_MICROPS	ISOPODA
1248	POMATOSCHISTUS_MICROPS	JAERA_ALBIFRONS
1249	POMATOSCHISTUS_MICROPS	LIMECOLA_BALTHICA
1250	POMATOSCHISTUS_MICROPS	MANAYUNKIA_AESTUARINA
1251	POMATOSCHISTUS_MICROPS	MYTILUS_EDULIS
1252	POMATOSCHISTUS_MICROPS	ODONATA
1253	POMATOSCHISTUS_MICROPS	OLIGOCHAETA
1254	POMATOSCHISTUS_MICROPS	OSTRACODA
1255	POMATOSCHISTUS_MICROPS	PALPOMYIA_SPP
1256	POMATOSCHISTUS_MICROPS	POLYCHAETA
1257	POMATOSCHISTUS_MICROPS	PYGOSPIO_ELEGANS
1258	POMATOSCHISTUS_MICROPS	RADIX_BALTHICA
1259	POMATOSCHISTUS_MICROPS	TIPULIDAE
1260	POMATOSCHISTUS_MICROPS	TRICHOPTERA
1261	POMATOSCHISTUS_MINUTUS	STREBLOSPIO_SHRUBSOLII
1262	POMATOSCHISTUS_MINUTUS	FABRICIA_STELLARIS
1263	POMATOSCHISTUS_MINUTUS	DIPTERA
1264	POMATOSCHISTUS_MINUTUS	AMPHIPODA
1265	POMATOSCHISTUS_MINUTUS	BATHYPOREIA_PILOSA
1266	POMATOSCHISTUS_MINUTUS	BOCCARDIA_SPP
1267	POMATOSCHISTUS_MINUTUS	CALANOIDA
1268	POMATOSCHISTUS_MINUTUS	CERASTODERMA_GLAUCUM
1269	POMATOSCHISTUS_MINUTUS	CHIRONOMIDAE
1270	POMATOSCHISTUS_MINUTUS	CLADOCERA
1271	POMATOSCHISTUS_MINUTUS	COLEOPTERA
1272	POMATOSCHISTUS_MINUTUS	COPEPODA
1273	POMATOSCHISTUS_MINUTUS	COROPHIUM_SPP
1274	POMATOSCHISTUS_MINUTUS	CRUSTACEA
1275	POMATOSCHISTUS_MINUTUS	EPHEMEROPTERA
1276	POMATOSCHISTUS_MINUTUS	GAMMARUS_SPP
1277	POMATOSCHISTUS_MINUTUS	GASTROPODA
1278	POMATOSCHISTUS_MINUTUS	HARPACTICOIDA
1279	POMATOSCHISTUS_MINUTUS	HEDISTE_DIVERSICOLOR
1280	POMATOSCHISTUS_MINUTUS	HYDRACHNIDAE
1281	POMATOSCHISTUS_MINUTUS	HYDROBIA_SPP
1282	POMATOSCHISTUS_MINUTUS	IDOTEA_SPP
1283	POMATOSCHISTUS_MINUTUS	INSECTA
1284	POMATOSCHISTUS_MINUTUS	JAERA_ALBIFRONS
1285	POMATOSCHISTUS_MINUTUS	LIMECOLA_BALTHICA
1286	POMATOSCHISTUS_MINUTUS	MANAYUNKIA_AESTUARINA
1287	POMATOSCHISTUS_MINUTUS	MYSIDAE
1288	POMATOSCHISTUS_MINUTUS	MYTILUS_EDULIS
1289	POMATOSCHISTUS_MINUTUS	NEMATODA
1290	POMATOSCHISTUS_MINUTUS	ODONATA
1291	POMATOSCHISTUS_MINUTUS	OLIGOCHAETA
1292	POMATOSCHISTUS_MINUTUS	OSTRACODA
1293	POMATOSCHISTUS_MINUTUS	PALPOMYIA_SPP
1294	POMATOSCHISTUS_MINUTUS	POLYCHAETA
1295	POMATOSCHISTUS_MINUTUS	PYGOSPIO_ELEGANS
1296	POMATOSCHISTUS_MINUTUS	RADIX_BALTHICA
1297	POMATOSCHISTUS_MINUTUS	TIPULIDAE
1298	POMATOSCHISTUS_MINUTUS	TRICHOPTERA
1299	POMATOSCHISTUS_SPP	ECROBIA_VENTROSA
1300	POMATOSCHISTUS_SPP	DIPTERA
1301	POMATOSCHISTUS_SPP	CALANOIDA
1302	POMATOSCHISTUS_SPP	CERASTODERMA_GLAUCUM
1303	POMATOSCHISTUS_SPP	CHIRONOMIDAE
1304	POMATOSCHISTUS_SPP	GAMMARUS_SPP
1305	POMATOSCHISTUS_SPP	HARPACTICOIDA
1306	POMATOSCHISTUS_SPP	HYDRACHNIDAE
1307	POMATOSCHISTUS_SPP	HYDROBIA_SPP
1308	POMATOSCHISTUS_SPP	IDOTEA_SPP
1309	POMATOSCHISTUS_SPP	JAERA_ALBIFRONS
1310	POMATOSCHISTUS_SPP	LIMECOLA_BALTHICA
1311	POMATOSCHISTUS_SPP	MYTILUS_EDULIS
1312	POMATOSCHISTUS_SPP	OLIGOCHAETA
1313	POMATOSCHISTUS_SPP	OSTRACODA
1314	POMATOSCHISTUS_SPP	RADIX_BALTHICA
1315	POMATOSCHISTUS_SPP	BATHYPOREIA_PILOSA
1316	POMATOSCHISTUS_SPP	HEDISTE_DIVERSICOLOR
1317	PONTOPOREIA_FEMORATA	DETRITUS
1318	PONTOPOREIA_FEMORATA	SADURIA_ENTOMON
1319	PONTOPOREIA_FEMORATA	LIMECOLA_BALTHICA
1320	POTAMOPYRGUS_ANTIPODARUM	DETRITUS
1321	POTAMOPYRGUS_ANTIPODARUM	MICROALGAE
1322	PRAUNUS_FLEXUOSUS	DIPTERA
1323	PRAUNUS_FLEXUOSUS	DETRITUS
1324	PRAUNUS_FLEXUOSUS	DIATOMS
1325	PRAUNUS_FLEXUOSUS	FILAMENTOUS_ALGAE
1326	PRAUNUS_FLEXUOSUS	MICROALGAE
1327	PRAUNUS_FLEXUOSUS	PHYTOPLANKTON
1328	PRAUNUS_FLEXUOSUS	BOSMINA_SPP
1329	PRAUNUS_FLEXUOSUS	CALANOIDA
1330	PRAUNUS_FLEXUOSUS	CHIRONOMIDAE
1331	PRAUNUS_FLEXUOSUS	HARPACTICOIDA
1332	PRAUNUS_FLEXUOSUS	HYDRACHNIDAE
1333	PRAUNUS_FLEXUOSUS	JAERA_ALBIFRONS
1334	PRAUNUS_FLEXUOSUS	AMPHIBALANUS_IMPROVISUS
1335	PRAUNUS_FLEXUOSUS	OLIGOCHAETA
1336	PRAUNUS_INERMIS	DIPTERA
1337	PRAUNUS_INERMIS	DETRITUS
1338	PRAUNUS_INERMIS	DIATOMS
1339	PRAUNUS_INERMIS	FILAMENTOUS_ALGAE
1340	PRAUNUS_INERMIS	MICROALGAE
1341	PRAUNUS_INERMIS	PHYTOPLANKTON
1342	PRAUNUS_INERMIS	BOSMINA_SPP
1343	PRAUNUS_INERMIS	CALANOIDA
1344	PRAUNUS_INERMIS	CHIRONOMIDAE
1345	PRAUNUS_INERMIS	HARPACTICOIDA
1346	PRAUNUS_INERMIS	HYDRACHNIDAE
1347	PRAUNUS_INERMIS	JAERA_ALBIFRONS
1348	PRAUNUS_INERMIS	OSTRACODA
1349	PRAUNUS_INERMIS	AMPHIBALANUS_IMPROVISUS
1350	PRAUNUS_INERMIS	OLIGOCHAETA
1351	PRAUNUS_NEGLECTUS	DETRITUS
1352	PRAUNUS_NEGLECTUS	DIATOMS
1353	PRAUNUS_NEGLECTUS	FILAMENTOUS_ALGAE
1354	PRAUNUS_NEGLECTUS	MICROALGAE
1355	PRAUNUS_NEGLECTUS	OSTRACODA
1356	PRIAPULIDA	MARENZELLERIA_SP
1357	PRIAPULIDAE	PRIAPULUS_CAUDATUS
1358	PRIAPULIDAE	DETRITUS
1359	PRIAPULIDAE	MONOPOREIA_AFFINIS
1360	PRIAPULIDAE	MARENZELLERIA_SP
1361	PRIAPULIDAE	ACARTIA_SPP
1362	PRIAPULIDAE	CENTROPAGES_HAMATUS
1363	PRIAPULIDAE	EURYTEMORA_AFFINIS
1364	PRIAPULIDAE	LIMNOCALANUS_MACRURUS
1365	PRIAPULIDAE	LIMECOLA_BALTHICA
1366	PRIAPULIDAE	PRIAPULIDAE
1367	PRIAPULIDAE	PSEUDOCALANUS_SPP
1368	PRIAPULIDAE	TEMORA_LONGICORNIS
1369	PROTOHYDRA	COPEPODA
1370	PROTOHYDRA	HARPACTICOIDA
1371	PROTOHYDRA	NEMATODA
1372	PROTOZOOPLANKTON	AUTOTHROPH_FLAGELLATE
1373	PROTOZOOPLANKTON	HETEROTROPH_FLAGELLAT
1374	PROTOZOOPLANKTON	PROTOZOOPLANKTON
1375	PROTOZOOPLANKTON	MIXOTROPH_FLAGELLATE
1376	PROTOZOOPLANKTON	BACTERIA
1377	PROTOZOOPLANKTON	PHYTOPLANKTON
1378	PSEUDOCALANUS_SPP	AUTOTHROPH_FLAGELLATE
1379	PSEUDOCALANUS_SPP	HETEROTROPH_FLAGELLAT
1380	PSEUDOCALANUS_SPP	PROTOZOOPLANKTON
1381	PSEUDOCALANUS_SPP	DIATOM
1382	PSEUDOCALANUS_SPP	PHYTOPLANKTON
1383	PSEUDOCALANUS_SPP	DETRITUS
1384	PUNGITIUS_PUNGITIUS	ECROBIA_VENTROSA
1385	PUNGITIUS_PUNGITIUS	DIPTERA
1386	PUNGITIUS_PUNGITIUS	BATHYPOREIA_PILOSA
1387	PUNGITIUS_PUNGITIUS	CALANOIDA
1388	PUNGITIUS_PUNGITIUS	CHIRONOMIDAE
1389	PUNGITIUS_PUNGITIUS	HARPACTICOIDA
1390	PUNGITIUS_PUNGITIUS	HYDROBIA_SPP
1391	PUNGITIUS_PUNGITIUS	IDOTEA_SPP
1392	PUNGITIUS_PUNGITIUS	OSTRACODA
1393	PUNGITIUS_PUNGITIUS	OLIGOCHAETA
1394	PUNGITIUS_PUNGITIUS	AMPHIPODA
1395	PUNGITIUS_PUNGITIUS	CLADOCERA
1396	PUNGITIUS_PUNGITIUS	COPEPODA
1397	PUNGITIUS_PUNGITIUS	GASTROPODA
1398	PUNGITIUS_PUNGITIUS	INSECTA
1399	PUNGITIUS_PUNGITIUS	ISOPODA
1400	PUNGITIUS_PUNGITIUS	POLYCHAETA
1401	PUNGITIUS_PUNGITIUS	TIPULIDAE
1402	PUSA_HISPIDA	CLUPEA_HARENGUS
1403	PUSA_HISPIDA	GOBIUS_NIGER
1404	PUSA_HISPIDA	MYTILUS_EDULIS
1405	PUSA_HISPIDA	PLATICHTHYS_FLESUS
1406	PUSA_HISPIDA	SPRATTUS_SPRATTUS
1407	PUSA_HISPIDA	ZOARCES_VIVIPARUS
1408	PUSA_HISPIDA	GADUS_MORHUA
1409	PUSA_HISPIDA	SALMO_SALAR
1410	PYGOSPIO_ELEGANS	DETRITUS
1411	PYGOSPIO_ELEGANS	MICROALGAE
1412	PYGOSPIO_ELEGANS	PHYTOPLANKTON
1413	RADIX_BALTHICA	DETRITUS
1414	RADIX_BALTHICA	MICROALGAE
1415	ROTIFERA_INDET	CALANOIDA
1416	ROTIFERA_INDET	BACTERIA
1417	ROTIFERA_INDET	DIATOM
1418	ROTIFERA_INDET	MIXOTROPH_FLAGELLATE
1419	ROTIFERA_INDET	BACTERIA
1420	ROTIFERA_INDET	PHYTOPLANKTON
1421	RUTILUS_RUTILUS	DIPTERA
1422	RUTILUS_RUTILUS	BOSMINA_SPP
1423	RUTILUS_RUTILUS	CALANOIDA
1424	RUTILUS_RUTILUS	CERASTODERMA_GLAUCUM
1425	RUTILUS_RUTILUS	CHIRONOMIDAE
1426	RUTILUS_RUTILUS	COROPHIUM_VOLUTATOR
1427	RUTILUS_RUTILUS	GAMMARUS_SPP
1428	RUTILUS_RUTILUS	HYDRACHNIDAE
1429	RUTILUS_RUTILUS	HYDROBIA_SPP
1430	RUTILUS_RUTILUS	IDOTEA_BALTHICA
1431	RUTILUS_RUTILUS	IDOTEA_CHELIPES
1432	RUTILUS_RUTILUS	IDOTEA_SPP
1433	RUTILUS_RUTILUS	JAERA_ALBIFRONS
1434	RUTILUS_RUTILUS	LIMECOLA_BALTHICA
1435	RUTILUS_RUTILUS	MYTILUS_EDULIS
1436	RUTILUS_RUTILUS	POTAMOPYRGUS_ANTIPODARUM
1437	RUTILUS_RUTILUS	THEODOXUS_FLUVIATILIS
1438	RUTILUS_RUTILUS	DETRITUS
1439	RUTILUS_RUTILUS	OSTRACODA
1440	RUTILUS_RUTILUS	HARPACTICOIDA
1441	RUTILUS_RUTILUS	MACROALGAE
1442	RUTILUS_RUTILUS	OLIGOCHAETA
1443	RUTILUS_RUTILUS	PHYTOPLANKTON
1444	RUTILUS_RUTILUS	AMPHIPODA
1445	RUTILUS_RUTILUS	CLADOCERA
1446	RUTILUS_RUTILUS	INSECTA
1447	RUTILUS_RUTILUS	ISOPODA
1448	RUTILUS_RUTILUS	PISCES
1449	RUTILUS_RUTILUS	TIPULIDAE
1450	RUTILUS_RUTILUS	TRICHOPTERA
1451	RUTILUS_RUTILUS	LIMECOLA_BALTHICA
1452	RUTILUS_RUTILUS	MONOPOREIA_AFFINIS
1453	RUTILUS_RUTILUS	MYSIS_SPP
1454	RUTILUS_RUTILUS	PLEOPLSIS_POLYPHEIMOIDES
1455	RUTILUS_RUTILUS	PODON_SP
1456	RUTILUS_RUTILUS	SYNCHAETA_SPP
1457	SADURIA_ENTOMON	FABRICIA_STELLARIS
1458	SADURIA_ENTOMON	DIPTERA
1459	SADURIA_ENTOMON	BATHYPOREIA_PILOSA
1460	SADURIA_ENTOMON	CHIRONOMIDAE
1461	SADURIA_ENTOMON	COROPHIUM_VOLUTATOR
1462	SADURIA_ENTOMON	GAMMARUS_SPP
1463	SADURIA_ENTOMON	HEDISTE_DIVERSICOLOR
1464	SADURIA_ENTOMON	LIMECOLA_BALTHICA
1465	SADURIA_ENTOMON	MONOPOREIA_AFFINIS
1466	SADURIA_ENTOMON	OSTRACODA
1467	SADURIA_ENTOMON	SADURIA_ENTOMON
1468	SADURIA_ENTOMON	MANAYUNKIA_AESTUARINA
1469	SADURIA_ENTOMON	OLIGOCHAETA
1470	SADURIA_ENTOMON	ASELLUS_AQUATICUS
1471	SADURIA_ENTOMON	CLADOCERA
1472	SADURIA_ENTOMON	COPEPODA
1473	SADURIA_ENTOMON	BYLGIDES_SARSI
1474	SADURIA_ENTOMON	MYSIDAE
1475	SADURIA_ENTOMON	NEMATODA
1476	SADURIA_ENTOMON	PONTOPOREIA_FEMORATA
1477	SADURIA_ENTOMON	ACARTIA_SPP
1478	SADURIA_ENTOMON	BACTERIA
1479	SADURIA_ENTOMON	CENTROPAGES_HAMATUS
1480	SADURIA_ENTOMON	EURYTEMORA_AFFINIS
1481	SADURIA_ENTOMON	LIMECOLA_BALTHICA
1482	SADURIA_ENTOMON	MICROALGAE
1483	SADURIA_ENTOMON	MYSIS_SPP
1484	SADURIA_ENTOMON	PSEUDOCALANUS_SPP
1485	SADURIA_ENTOMON	TEMORA_LONGICORNIS
1486	SALMO_SALAR	CLUPEA_HARENGUS
1487	SALMO_SALAR	EURYTEMORA_AFFINIS
1488	SALMO_SALAR	GADUS_MORHUA
1489	SALMO_SALAR	SPRATTUS_SPRATTUS
1490	SANDER_LUCIOPERCA	BOSMINA
1491	SANDER_LUCIOPERCA	CYCLOPS_SP
1492	SANDER_LUCIOPERCA	CLUPEA_HARENGUS
1493	SANDER_LUCIOPERCA	ABRAMIS_BRAMA
1494	SANDER_LUCIOPERCA	BOSMINA_SPP
1495	SANDER_LUCIOPERCA	COREGONUS_LAVARETUS
1496	SANDER_LUCIOPERCA	GASTEROSTEUS_ACULEATUS
1497	SANDER_LUCIOPERCA	MYSIS_SPP
1498	SANDER_LUCIOPERCA	OSMERUS_EPERLANUS
1499	SANDER_LUCIOPERCA	PERCA_FLUVIATILIS
1500	SANDER_LUCIOPERCA	RUTILUS_RUTILUS
1501	SANDER_LUCIOPERCA	SANDER_LUCIOPERCA
1502	SANDER_LUCIOPERCA	PLATICHTHYS_FLESUS
1503	SCOPHTHALMUS_MAXIMUS	DIPTERA
1504	SCOPHTHALMUS_MAXIMUS	NEOGOBIUS_MELANOSTOMUS
1505	SCOPHTHALMUS_MAXIMUS	AMMODYTES_TOBIANUS
1506	SCOPHTHALMUS_MAXIMUS	CRANGON_CRANGON
1507	SCOPHTHALMUS_MAXIMUS	NEOMYSIS_INTEGER
1508	SCOPHTHALMUS_MAXIMUS	BATHYPOREIA_PILOSA
1509	SCOPHTHALMUS_MAXIMUS	CALANOIDA
1510	SCOPHTHALMUS_MAXIMUS	CHIRONOMIDAE
1511	SCOPHTHALMUS_MAXIMUS	GAMMARUS_SPP
1512	SCOPHTHALMUS_MAXIMUS	HARPACTICOIDA
1513	SCOPHTHALMUS_MAXIMUS	IDOTEA_SPP
1514	SCOPHTHALMUS_MAXIMUS	JAERA_ALBIFRONS
1515	SCOPHTHALMUS_MAXIMUS	LIMECOLA_BALTHICA
1516	SCOPHTHALMUS_MAXIMUS	CLUPEA_HARENGUS
1517	SCOPHTHALMUS_MAXIMUS	EVADNE_SP
1518	SCOPHTHALMUS_MAXIMUS	PODON_SP
1519	SCOPHTHALMUS_MAXIMUS	SCOPHTHALMUS_MAXIMUS
1520	SCOPHTHALMUS_MAXIMUS	SPRATTUS_SPRATTUS
1521	SCOPHTHALMUS_MAXIMUS	HEDISTE_DIVERSICOLOR
1522	SCOPHTHALMUS_MAXIMUS	NEROPHIS_OPHIDION
1523	SCOPHTHALMUS_MAXIMUS	OLIGOCHAETA
1524	SCOPHTHALMUS_MAXIMUS	GASTEROSTEUS_ACULEATUS
1525	SCOPHTHALMUS_MAXIMUS	PUNGITIUS_PUNGITIUS
1526	SCOPHTHALMUS_MAXIMUS	POMATOSCHISTUS_MINUTUS
1527	SCOPHTHALMUS_MAXIMUS	POMATOSCHISTUS_MICROPS
1528	SCOPHTHALMUS_MAXIMUS	AMPHIPODA
1529	SCOPHTHALMUS_MAXIMUS	CLADOCERA
1530	SCOPHTHALMUS_MAXIMUS	CRUSTACEA
1531	SCOPHTHALMUS_MAXIMUS	INSECTA
1532	SCOPHTHALMUS_MAXIMUS	MYSIDAE
1533	SCOPHTHALMUS_MAXIMUS	PISCES
1534	SCOPHTHALMUS_MAXIMUS	TIPULIDAE
1535	SOMATERA_MOLLISSIMA	MYTILUS_EDULIS
